National tree species mapping using Sentinel-1/2 time series and German National Forest Inventory data;10.1016/j.rse.2024.114069
"Ergebnisse des Projekts ""Nationales Tierwohl- Monitoring"" (NaTiMon) für die Erfassung des Tierwohls in Landwirtschaft und Aquakultur";10.3220/PB1712045714000
"Monitoring Animal Welfare in Agriculture and Fish Farming. Results of the Project ""National Animal Welfare Monitoring"" (NaTiMon)";10.3220/PB1712046679000
Balancing economic and ecological functions in smallholder and industrial oil palm plantations;10.1073/pnas.2307220121
Rural urban nutrient partnership (RUN): Life cycle assessment of multi nutrient recovery from kitchen waste and blackwater;10.3390/recycling9020031
Deutschlandweiter Status und Entwicklung von Waldstandorten auf organischen Böden;10.3220/PB1713436961000
Status and development of forest sites on organic soils in Germany;10.3220/PB1713437360000
Analyse der Inanspruchnahme von ausgewählten Agrarumwelt- und Klimamaßnahmen sowie der Ökologischen Anbauverfahren (Akzeptanzanalyse) : Landesprogramm ländlicher Raum Schleswig-Holstein 2014 bis 2022;10.3220/5LE1713438427000
Suckler-cow and sheep farming in global comparison - production systems and economics;10.7896/j.2751
Reinforcement fiber production from wheat straw for wastepaper-based packaging using steam refining with sodium carbonate;10.3390/cleantechnol6010016
Beitrag der forstlichen Förderung zur Wettbewerbsfähigkeit des Forstsektors sowie zum Umwelt- und Ressourcenschutz : Entwicklungsplan für den ländlichen Raum des Landes Hessen (EPLR) 2014 bis 2020;10.3220/5LE1712839815000
Deforestation for agriculture increases microbial carbon use efficiency in subarctic soils;10.1007/s00374-022-01669-2
Habitat-specific responses of soil organic matter decomposition to Spartina alterniflora invasion along China’s coast;10.1002/eap.2741
Carbon sequestration in soils and climate change mitigation - Definitions and pitfalls;10.1111/gcb.16983
Framing future trajectories of human activities in the German North Sea to inform cumulative effects assessments and marine spatial planning;10.1016/j.jenvman.2023.119507
Soil depth gradients of organic carbon-13 - A review on drivers and processes;10.1007/s11104-023-06328-5
Carbon storage in old hedgerows: The importance of below-ground biomass;10.1111/gcbb.13112
Farm typologies for understanding farm systems and improving agricultural policy;10.1016/j.agsy.2023.103800
Livestock grazing and biodiversity: Effects on CO2 exchange in semi-arid Karoo ecosystems, South Africa;10.1016/j.scitotenv.2023.168517
